DATE,Dynamic Factors,Growth,Inflation,Liquidity,Volatility
1987-12-31,MKT,0.393239741432762,-1.1513061332229773,0.0,-0.3738955159043316
1987-12-31,VAL,0.9380004339226146,1.8273187976089043,0.0,-0.6828633600706342
1987-12-31,MOM,1.0099456378991423,-0.009615128568440181,0.0,-0.5330161706263637
1987-12-31,QUAL,2.4580399028319992,-0.17989031139331,0.0,-2.050395899368111
1988-01-31,MKT,0.5093476507763939,-1.2585335858557412,0.0,-0.40846038323155887
1988-01-31,VAL,1.2667957293267067,1.5338843777609614,0.0,-0.4696180956727251
1988-01-31,MOM,0.5169317595275305,0.34249628275015576,0.0,-0.6952531793370627
1988-01-31,QUAL,2.202880785522425,0.05065773942888834,0.0,-2.028113412362532
1988-02-29,MKT,0.6414379054798682,-1.087617403302028,0.0,-0.3030160573293165
1988-02-29,VAL,1.1402403594884574,1.5111032672802414,0.0,-0.6902919920435987
1988-02-29,MOM,0.4690229897781672,0.49039232815237593,0.0,-0.9298779992508465
1988-02-29,QUAL,2.220489561966921,0.15773699179613332,0.0,-2.175363012185403
1988-03-31,MKT,0.5675809126507663,-1.1125711606047568,0.0,-0.4691590537184793
1988-03-31,VAL,1.2582699425702362,1.3491186314911399,0.0,-0.7459199563451699
1988-03-31,MOM,0.5645602466965086,0.3842573251715567,0.0,-0.9197872105652035
1988-03-31,QUAL,2.1840225008554097,0.09937359124776243,0.0,-2.374201720595929
1988-04-30,MKT,0.5974606424849724,-0.9639073127453415,0.0,-0.5780177778728899
1988-04-30,VAL,1.3033455117160209,1.4550712937608121,0.0,-0.7716744553814763
1988-04-30,MOM,0.6277260989732844,0.5450411662414286,0.0,-0.9506567507917322
1988-04-30,QUAL,2.17515624462811,0.06253513323178933,0.0,-2.399973768892197
1988-05-31,MKT,0.6059094322296271,-0.9810847759851228,0.0,-0.5584310757354497
1988-05-31,VAL,1.3657388092151785,1.6307295899144452,0.0,-0.8316434979775885
1988-05-31,MOM,0.6357854557858394,0.6590473842160974,0.0,-1.051957575375821
1988-05-31,QUAL,2.2893861540116798,0.3258057773558533,0.0,-2.5944626094668672
1988-06-30,MKT,0.6962652796797622,-0.800618876223723,0.0,-0.3743273348743223
1988-06-30,VAL,1.377294587938831,1.3919093319514406,0.0,-1.0908344495983051
1988-06-30,MOM,0.5463783749149138,0.6452373827753091,0.0,-1.0635661667429201
1988-06-30,QUAL,2.263480709745182,0.4829742910210997,0.0,-2.463691780959916
1988-07-31,MKT,0.6744406929550146,-0.7441968310023308,0.0,-0.48052880812201193
1988-07-31,VAL,1.487217082924135,1.2739209009374253,0.0,-0.8600702648636483
1988-07-31,MOM,0.5672108560420318,0.8092629002937031,0.0,-1.1826421246177032
1988-07-31,QUAL,2.231212290665514,0.481507672626987,0.0,-2.5530179251650926
1988-08-31,MKT,0.6132126145377369,-0.7974322560696644,0.0,-0.5544352368984793
1988-08-31,VAL,1.5814658908034425,1.1384602837556297,0.0,-0.6429848690531581
1988-08-31,MOM,0.6015496533394952,1.1219928780125445,0.0,-1.439201000156693
1988-08-31,QUAL,2.2360861777078056,0.45238178845934374,0.0,-2.544213637795387
1988-09-30,MKT,0.6949284196816815,-0.8963221670733266,0.0,-0.4856816336568589
1988-09-30,VAL,1.5651115074390485,1.1724360897725596,0.0,-0.6545920236555336
1988-09-30,MOM,0.6581475199524779,1.0936429452631549,0.0,-1.4202837701773379
1988-09-30,QUAL,2.365546834370727,0.2756487571423034,0.0,-2.4000030538058637
1988-10-31,MKT,0.6931564519144684,-0.8137871196795711,0.0,-0.5557858379397225
1988-10-31,VAL,1.7283620912144149,0.9309518346777816,0.0,-0.5508197234056054
1988-10-31,MOM,0.6936327556418433,1.3778539677641584,0.0,-1.7293625266744281
1988-10-31,QUAL,2.4142761433397326,0.21054462156418752,0.0,-2.335444761979576
1988-11-30,MKT,0.6335368291514314,-0.9197584570114081,0.0,-0.42405503334870287
1988-11-30,VAL,1.7556680209904827,0.984788848405191,0.0,-0.6122872750377011
1988-11-30,MOM,0.6466756761725302,1.3772411945182963,0.0,-1.719955030092477
1988-11-30,QUAL,2.4016292636426835,0.24266379683488296,0.0,-2.364285086849553
1988-12-31,MKT,0.6662940558290525,-0.9955890728695914,0.0,-0.4949762217668742
1988-12-31,VAL,1.5572842488889784,1.254328556296405,0.0,-0.3575960072260398
1988-12-31,MOM,0.6546633529405568,1.4138991399864362,0.0,-1.6958202841855248
1988-12-31,QUAL,2.4213532908224793,0.3856928108238709,0.0,-2.2544139212575525
1989-01-31,MKT,0.8044764737004932,-0.8303335142209777,0.0,-0.6894726949122565
1989-01-31,VAL,1.7021928483186803,0.9520303450091744,0.0,0.004654846981140058
