DATE,Dynamic Factors,Growth,Inflation,Liquidity,Volatility
1987-12-31,MKT,0.003495103842126042,-0.008086211463251955,0.0,-0.002564550571464764
1987-12-31,VAL,0.004254760722739923,0.006549950509935114,0.0,-0.002390365114809078
1987-12-31,MOM,0.005026752728275956,-3.7817796008293453e-05,0.0,-0.0020473318304172023
1987-12-31,QUAL,0.006559541131610454,-0.00037935332853250727,0.0,-0.004222606235455282
1988-01-31,MKT,0.004442962184483485,-0.008741133400861557,0.0,-0.0028061064332554364
1988-01-31,VAL,0.005822226297583615,0.005613319267227314,0.0,-0.0016998993335090825
1988-01-31,MOM,0.0026673098790802943,0.001407151147940505,0.0,-0.002825394732643828
1988-01-31,QUAL,0.005820114751727413,0.0001065690237440956,0.0,-0.004220157692379876
1988-02-29,MKT,0.005586747821245818,-0.00759994757428197,0.0,-0.00208929055264192
1988-02-29,VAL,0.005199957820482357,0.005528757698433941,0.0,-0.002492097312928279
1988-02-29,MOM,0.002348475629336785,0.001969997137165716,0.0,-0.003685926317960056
1988-02-29,QUAL,0.005760904539071528,0.0003283261678031895,0.0,-0.004467889592826035
1988-03-31,MKT,0.004864141886283636,-0.007781142441186497,0.0,-0.0032529476696244093
1988-03-31,VAL,0.005640847432519683,0.004935802638341173,0.0,-0.002705461013877225
1988-03-31,MOM,0.0027882805510548963,0.0015487647129651346,0.0,-0.0036752938187719986
1988-03-31,QUAL,0.005557826802391685,0.00020637448382522278,0.0,-0.004888144528168173
1988-04-30,MKT,0.005017086862920408,-0.0066462181347144485,0.0,-0.003945152592844709
1988-04-30,VAL,0.0057843882522944,0.005302481291979575,0.0,-0.002783635009020443
1988-04-30,MOM,0.0030629629806665022,0.0021837245912454525,0.0,-0.0037702972370561422
1988-04-30,QUAL,0.005492769992373412,0.00012966478130487988,0.0,-0.0049259243870434025
1988-05-31,MKT,0.005049867417233114,-0.006758641869661927,0.0,-0.003802508680313503
1988-05-31,VAL,0.005977348212378113,0.005899340894024682,0.0,-0.0029737638360188834
1988-05-31,MOM,0.003058543869137212,0.0026206040084494524,0.0,-0.004134573568950132
1988-05-31,QUAL,0.005603421215285258,0.0006591338786949028,0.0,-0.0051881199404078425
1988-06-30,MKT,0.005807089829512323,-0.0055746368146789155,0.0,-0.0025726113579196326
1988-06-30,VAL,0.005931714181589144,0.005004621878254956,0.0,-0.00387124855062431
1988-06-30,MOM,0.002618552869686817,0.0025816318704405964,0.0,-0.004200211828137807
1988-06-30,QUAL,0.005447843499161368,0.0009704625644186124,0.0,-0.004886220207176494
1988-07-31,MKT,0.005570327248365552,-0.005165196315560261,0.0,-0.0032873930838247514
1988-07-31,VAL,0.006218775409424084,0.004476463445223676,0.0,-0.0029789259264376648
1988-07-31,MOM,0.002673069062873937,0.0032049211447519317,0.0,-0.004616515023134511
1988-07-31,QUAL,0.005339182071242423,0.0009682758971460896,0.0,-0.005060378074110371
1988-08-31,MKT,0.005052336206435334,-0.005560809907721235,0.0,-0.0038057866247243077
1988-08-31,VAL,0.006434496515391595,0.003920448135351081,0.0,-0.0021795555516410264
1988-08-31,MOM,0.002720183050641737,0.004294175970492504,0.0,-0.0054220129494909185
1988-08-31,QUAL,0.005320832166884178,0.0009110856876757287,0.0,-0.005043790606833426
1988-09-30,MKT,0.005657028027626184,-0.006226877218701039,0.0,-0.0033482337348447943
1988-09-30,VAL,0.006285919199153689,0.004018561282458727,0.0,-0.0022264351414252605
1988-09-30,MOM,0.0029385216874665693,0.00416714981937206,0.0,-0.005370275983482484
1988-09-30,QUAL,0.005538112575080139,0.0005507368991595231,0.0,-0.0047583660970054835
1988-10-31,MKT,0.005508845453438454,-0.00559691645156595,0.0,-0.0037968755533994963
1988-10-31,VAL,0.006671358774008242,0.003109678352402699,0.0,-0.0018275893365505033
1988-10-31,MOM,0.0029354142459418163,0.005046051615394247,0.0,-0.0062909381560358035
1988-10-31,QUAL,0.005518627933348201,0.0004164827488425777,0.0,-0.0045888444836387895
1988-11-30,MKT,0.0049837747655461185,-0.0063478600363091045,0.0,-0.0028884107622886416
1988-11-30,VAL,0.006699006316344532,0.003296690094583105,0.0,-0.002022895341431795
1988-11-30,MOM,0.0027094512434839403,0.005062579209884437,0.0,-0.006239676849788628
1988-11-30,QUAL,0.005426959789073714,0.00048108591046247865,0.0,-0.004625947201976344
1988-12-31,MKT,0.005138262973197449,-0.0068240791526436115,0.0,-0.003354330664779732
1988-12-31,VAL,0.005857786865452198,0.0041936340534615,0.0,-0.0011820326792795512
1988-12-31,MOM,0.002693869739437583,0.005171190504960425,0.0,-0.006132104321649064
1988-12-31,QUAL,0.0053280584816742405,0.000754337871820211,0.0,-0.004359288661111911
1989-01-31,MKT,0.006200760127245281,-0.005759067646586843,0.0,-0.004702674745249253
1989-01-31,VAL,0.005921638199834621,0.0029802447273690907,0.0,1.4329624310881195e-05
1989-01-31,MOM,0.002402032743906899,0.005671585701198633,0.0,-0.006554676319079083
1989-01-31,QUAL,0.004820542960425682,0.0009083718607916832,0.0,-0.00437798517775043
1989-02-28,MKT,0.007000967145921098,-0.006389476446601051,0.0,-0.005253062843395885
1989-02-28,VAL,0.005457191184972092,0.003246913627630292,0.0,0.0002345538230858294
1989-02-28,MOM,0.0023216578829054653,0.005571977650033711,0.0,-0.0066623218563441585
1989-02-28,QUAL,0.004890895079962761,0.0011040504641048553,0.0,-0.004175271362483556
1989-03-31,MKT,0.007160001353726384,-0.006390586882118664,0.0,-0.005299662670219855
1989-03-31,VAL,0.005418744145571292,0.0031338033887794653,0.0,0.0003591981737568928
1989-03-31,MOM,0.002627965978504055,0.005827844381884182,0.0,-0.007010081016874206
1989-03-31,QUAL,0.004556766190836591,0.0009394018714524407,0.0,-0.003910384103093288
1989-04-30,MKT,0.007713470585111382,-0.006779897544448345,0.0,-0.005770171110303386
